r_norm_inf,r_norm_2
8.18361060341,25.0627583358
5.13650517019,14.5131241465
2.57546400819,9.7596114273
1.38318001279,4.70617278135
0.438204945333,1.62539580196
0.169926229332,0.502353804782
0.116094310407,0.266467972744
0.0176286764949,0.0450564036647
0.00132661732061,0.00620472181018
0.00056912378714,0.00175169710496
2.82008041186e-05,0.000141268110165
7.1054273576e-15,2.08804588444e-14
CG : free nodes = 44 , (0.05,0.05) = 4.09565378494
