node,x,y,potential,predefined
1,0.0,0.0,0.0,y
2,0.01,0.0,0.0,y
3,0.02,0.0,0.0,y
4,0.03,0.0,0.0,y
5,0.04,0.0,0.0,y
6,0.05,0.0,0.0,y
7,0.06,0.0,0.0,y
8,0.07,0.0,0.0,y
9,0.08,0.0,0.0,y
10,0.09,0.0,0.0,y
11,0.1,0.0,0.0,y
12,0.11,0.0,0.0,y
13,0.12,0.0,0.0,y
14,0.13,0.0,0.0,y
15,0.14,0.0,0.0,y
16,0.15,0.0,0.0,y
17,0.16,0.0,0.0,y
18,0.17,0.0,0.0,y
19,0.18,0.0,0.0,y
20,0.19,0.0,0.0,y
21,0.2,0.0,0.0,y
22,0.0,0.013333,0.0,y
23,0.01,0.013333,0.209413996869
24,0.02,0.013333,0.415913208234
25,0.03,0.013333,0.615802243762
26,0.04,0.013333,0.804059233796
27,0.05,0.013333,0.974332408377
28,0.06,0.013333,1.1198096109
29,0.07,0.013333,1.23496114501
30,0.08,0.013333,1.31713304647
31,0.09,0.013333,1.36601060401
32,0.1,0.013333,1.38218980865
33,0.11,0.013333,1.36601060401
34,0.12,0.013333,1.31713304647
35,0.13,0.013333,1.23496114501
36,0.14,0.013333,1.1198096109
37,0.15,0.013333,0.974332408377
38,0.16,0.013333,0.804059233796
39,0.17,0.013333,0.615802243762
40,0.18,0.013333,0.415913208234
41,0.19,0.013333,0.209413996869
42,0.2,0.013333,0.0,y
43,0.0,0.026667,0.0,y
44,0.01,0.026667,0.424025864945
45,0.02,0.026667,0.843609768921
46,0.03,0.026667,1.2523311583
47,0.04,0.026667,1.64015199923
48,0.05,0.026667,1.99282237675
49,0.06,0.026667,2.29361887858
50,0.07,0.026667,2.5286490369
51,0.08,0.026667,2.69355852452
52,0.09,0.026667,2.79025769973
53,0.1,0.026667,2.82201294048
54,0.11,0.026667,2.79025769973
55,0.12,0.026667,2.69355852452
56,0.13,0.026667,2.5286490369
57,0.14,0.026667,2.29361887858
58,0.15,0.026667,1.99282237675
59,0.16,0.026667,1.64015199923
60,0.17,0.026667,1.2523311583
61,0.18,0.026667,0.843609768921
62,0.19,0.026667,0.424025864945
63,0.2,0.026667,0.0,y
64,0.0,0.04,0.0,y
65,0.01,0.04,0.646518358722
66,0.02,0.04,1.29058514964
67,0.03,0.04,1.92596840165
68,0.04,0.04,2.53867099245
69,0.05,0.04,3.10345503285
70,0.06,0.04,3.58425659748
71,0.07,0.04,3.94689731893
72,0.08,0.04,4.1911420376
73,0.09,0.04,4.32985242253
74,0.1,0.04,4.37463420223
75,0.11,0.04,4.32985242253
76,0.12,0.04,4.1911420376
77,0.13,0.04,3.94689731893
78,0.14,0.04,3.58425659748
79,0.15,0.04,3.10345503285
80,0.16,0.04,2.53867099245
81,0.17,0.04,1.92596840165
82,0.18,0.04,1.29058514964
83,0.19,0.04,0.646518358722
84,0.2,0.04,0.0,y
85,0.0,0.053333,0.0,y
86,0.01,0.053333,0.873368977349
87,0.02,0.053333,1.75299716099
88,0.03,0.053333,2.63992480447
89,0.04,0.053333,3.52237426032
90,0.05,0.053333,4.36338240311
91,0.06,0.053333,5.08494753451
92,0.07,0.053333,5.57561685972
93,0.08,0.053333,5.87633276331
94,0.09,0.053333,6.03642298327
95,0.1,0.053333,6.08647160851
96,0.11,0.053333,6.03642298327
97,0.12,0.053333,5.87633276331
98,0.13,0.053333,5.57561685972
99,0.14,0.053333,5.08494753451
100,0.15,0.053333,4.36338240311
101,0.16,0.053333,3.52237426032
102,0.17,0.053333,2.63992480447
103,0.18,0.053333,1.75299716099
104,0.19,0.053333,0.873368977349
105,0.2,0.053333,0.0,y
106,0.0,0.066667,0.0,y
107,0.01,0.066667,1.08910843687
108,0.02,0.066667,2.20246622558
109,0.03,0.066667,3.36189647538
110,0.04,0.066667,4.57982935785
111,0.05,0.066667,5.83576067321
112,0.06,0.066667,6.99625811477
113,0.07,0.066667,7.54217463545
114,0.08,0.066667,7.81166672203
115,0.09,0.066667,7.93876326871
116,0.1,0.066667,7.97639919535
117,0.11,0.066667,7.93876326871
118,0.12,0.066667,7.81166672203
119,0.13,0.066667,7.54217463545
120,0.14,0.066667,6.99625811477
121,0.15,0.066667,5.83576067321
122,0.16,0.066667,4.57982935785
123,0.17,0.066667,3.36189647538
124,0.18,0.066667,2.20246622558
125,0.19,0.066667,1.08910843687
126,0.2,0.066667,0.0,y
127,0.0,0.08,0.0,y
128,0.01,0.08,1.2617222968
129,0.02,0.08,2.56999600803
130,0.03,0.08,3.97981062091
131,0.04,0.08,5.56965322506
132,0.05,0.08,7.47768661972
133,0.06,0.08,10.0,y
134,0.07,0.08,10.0,y
135,0.08,0.08,10.0,y
136,0.09,0.08,10.0,y
137,0.1,0.08,10.0,y
138,0.11,0.08,10.0,y
139,0.12,0.08,10.0,y
140,0.13,0.08,10.0,y
141,0.14,0.08,10.0,y
142,0.15,0.08,7.47768661972
143,0.16,0.08,5.56965322506
144,0.17,0.08,3.97981062091
145,0.18,0.08,2.56999600803
146,0.19,0.08,1.2617222968
147,0.2,0.08,0.0,y
148,0.0,0.1,0.0,y
149,0.01,0.1,1.36547973014
150,0.02,0.1,2.78283817696
151,0.03,0.1,4.30661770825
152,0.04,0.1,5.9938007832
153,0.05,0.1,7.89305763723
154,0.06,0.1,10.0,y
155,0.14,0.1,10.0,y
156,0.15,0.1,7.89305763723
157,0.16,0.1,5.9938007832
158,0.17,0.1,4.30661770825
159,0.18,0.1,2.78283817696
160,0.19,0.1,1.36547973014
161,0.2,0.1,0.0,y
